SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3
522165,INDSIL HYD  ,X ,Q,71.70,73.30,68.70,73.30,73.30,69.85,318,65774,4698793.00,,INE867D01018,06-Jan-22,,
522183,ITL INDUSTRS,X ,Q,161.15,162.50,150.00,160.95,160.95,157.95,274,19355,3092316.00,,INE478D01014,06-Jan-22,,
522195,FRONTIER SPR,X ,Q,292.05,294.85,290.05,291.70,291.25,291.90,60,2849,828671.00,,INE572D01014,06-Jan-22,,
522205,PRAJ IND.LTD,A ,Q,362.30,379.40,355.50,369.55,369.55,367.70,7289,199125,73783529.00,,INE074A01025,06-Jan-22,,
522207,RASANDIK ENG,X ,Q,118.70,120.00,99.55,116.65,112.00,109.45,52,6019,656034.00,,INE682D01011,06-Jan-22,,
522209,YOGI SUNGWON,XT,Q,6.69,6.69,6.69,6.69,6.69,6.38,10,3290,22010.00,,INE429B01011,06-Jan-22,,
522215,HLEGLAS     ,A ,Q,5800.00,6293.60,5744.85,6186.80,6189.20,5791.90,1502,4425,27232604.00,,INE461D01010,06-Jan-22,,
522217,GUJ APOIND  ,B ,Q,218.90,218.90,213.50,215.00,218.50,219.35,153,2327,500967.00,,INE826C01016,06-Jan-22,,
522229,TANEJA AERO.,X ,Q,136.95,139.30,130.50,135.30,135.30,135.00,583,52451,7030742.00,,INE692C01020,06-Jan-22,,
522231,CONART ENG. ,X ,Q,42.50,42.50,38.00,41.15,41.15,40.30,57,18371,752847.00,,INE714D01012,06-Jan-22,,
522237,SHIVAGRICO  ,XT,Q,21.00,21.00,21.00,21.00,21.00,20.00,20,5606,117726.00,,INE092H01014,06-Jan-22,,
522241,M.M.FORGINGS,B ,Q,730.00,731.45,720.00,727.35,720.00,732.10,49,211,153402.00,,INE227C01017,06-Jan-22,,
522245,IYKOT HITEC ,Z ,Q,13.30,13.30,13.30,13.30,13.30,12.67,7,1835,24405.00,,INE079L01013,06-Jan-22,,
522249,MAYUR UNIQ. ,A ,Q,541.00,556.05,540.45,546.50,550.00,552.50,1008,11034,6038638.00,,INE040D01038,06-Jan-22,,
522251,CENLUB INDUS,X ,Q,128.95,128.95,121.00,124.10,124.95,123.80,74,3174,395253.00,,INE627F01011,06-Jan-22,,
522257,RAJOO ENGIN.,X ,Q,26.00,27.90,26.00,27.65,27.65,26.60,337,104156,2856047.00,,INE535F01024,06-Jan-22,,
522263,JMC PROJECTS,B ,Q,97.65,100.50,97.65,100.20,100.25,98.80,249,4366,436135.00,,INE890A01024,06-Jan-22,,
522267,VEEJAY LAKSH,X ,Q,64.00,66.40,63.35,66.40,66.40,63.25,71,6049,395936.00,,INE466D01019,06-Jan-22,,
522273,AHMED.STEEL ,XT,Q,18.05,19.75,18.00,19.50,19.50,18.85,42,3610,69342.00,,INE868C01018,06-Jan-22,,
522275,GET&D       ,A ,Q,130.65,133.75,129.95,131.45,131.45,131.70,396,17355,2288159.00,,INE200A01026,06-Jan-22,,
522281,RAM RAT.WIRE,X ,Q,155.75,158.00,155.75,157.55,157.50,157.50,100,7745,1220217.00,,INE207E01023,06-Jan-22,,
522285,JAY NECO IND,T ,Q,27.50,27.50,25.10,25.80,25.80,26.40,170,40035,1042605.00,,INE854B01010,06-Jan-22,,
522287,KALPA.POWER ,A ,Q,368.00,379.80,368.00,374.50,375.50,372.25,1071,17768,6654098.00,,INE220B01022,06-Jan-22,,
522289,NMSRESRC    ,XT,Q,33.60,33.60,30.70,33.05,33.60,32.30,59,2863,93372.00,,INE169F01014,06-Jan-22,,
522292,CHANDNI TE  ,X ,Q,48.90,50.85,48.50,50.60,50.70,50.00,141,43648,2177087.00,,INE713D01055,06-Jan-22,,
522294,T & I GLOBAL,X ,Q,122.90,122.90,115.50,121.00,122.00,118.90,90,7047,845499.00,,INE811B01010,06-Jan-22,,
522295,CONTROL PRNT,B ,Q,334.00,346.90,334.00,346.00,346.00,337.00,155,2178,752224.00,,INE663B01015,06-Jan-22,,
522650,BEMCO HYDRAU,X ,Q,253.70,262.80,241.00,243.00,243.00,248.70,24,935,233364.00,,INE142E01014,06-Jan-22,,
523007,ANSAL BUILD.,X ,Q,118.00,123.90,111.60,122.00,122.00,118.00,342,19654,2352244.00,,INE030C01015,06-Jan-22,,
523011,WEIZMANN LTD,B ,Q,59.20,59.20,56.70,57.90,57.00,56.75,162,4732,273824.00,,INE080A01014,06-Jan-22,,
523019,B.N.RATHI SE,X ,Q,36.35,36.35,34.25,35.15,35.00,35.00,109,31377,1103439.00,,INE710D01010,06-Jan-22,,
523021,RISHITECH   ,X ,Q,26.65,28.00,26.55,27.80,27.80,27.00,15,2735,76020.00,,INE989D01010,06-Jan-22,,
523023,SINCLAIR HOT,X ,Q,71.35,72.50,67.00,71.65,71.65,70.35,326,50207,3502412.00,,INE985A01022,06-Jan-22,,
523025,SAFARI IND. ,B ,Q,884.05,905.00,868.95,893.80,892.00,886.85,181,864,767091.00,,INE429E01023,06-Jan-22,,
523054,BIN.TEX.PR(P,XT,Q,870.00,913.50,870.00,913.50,913.50,870.00,10,65,57945.00,,INE626H01019,06-Jan-22,,
523062,JJ FINANCE  ,XT,Q,61.85,61.85,61.85,61.85,61.85,65.10,41,1463,90486.00,,INE584C01011,06-Jan-22,,
523100,COSMO FERR. ,X ,Q,309.05,339.75,307.45,339.75,339.75,323.60,1050,38114,12337370.00,,INE124B01018,06-Jan-22,,
523113,FUTURA SEC. ,XT,Q,12.57,12.57,11.40,12.25,11.45,11.99,13,800,9815.00,,INE425D01015,06-Jan-22,,
523116,SANCO TRANS ,X ,Q,540.35,587.90,535.00,570.00,570.00,573.00,92,1571,859949.00,,INE391G01012,06-Jan-22,,
523120,ADOR MULTI. ,X ,Q,96.00,99.95,93.10,99.15,99.40,96.10,37,5683,558082.00,,INE628D01014,06-Jan-22,,
523127,EIH ASSO.HOT,B ,Q,331.30,352.20,328.60,337.15,337.15,333.95,37,118,40016.00,,INE276C01014,06-Jan-22,,
523144,MEDI CAPS   ,X ,Q,53.80,54.00,51.05,52.45,52.85,51.95,166,17432,920884.00,,INE442D01010,06-Jan-22,,
523151,OTCO INTERN.,X ,Q,10.80,11.45,10.50,11.45,11.45,10.41,308,94605,1064475.00,,INE910B01028,06-Jan-22,,
523160,MORGAN CRU  ,X ,Q,945.05,1067.80,945.05,1043.15,1043.15,960.65,286,5894,5914170.00,,INE599F01020,06-Jan-22,,
523186,BA PACK     ,XT,Q,298.15,298.60,296.90,298.60,298.60,284.40,188,12425,3704311.00,,INE00FM01013,06-Jan-22,,
523204,ABAN OFFSHO ,B ,Q,49.40,51.85,48.70,51.85,51.85,49.40,459,18730,948368.00,,INE421A01028,06-Jan-22,,
523207,KOKUYOCMLN  ,B ,Q,61.60,62.00,60.90,61.05,61.05,61.60,252,7853,480633.00,,INE760A01029,06-Jan-22,,
523229,BHARAT SEATS,X ,Q,75.00,76.50,72.50,74.10,74.00,75.75,201,18709,1392439.00,,INE415D01024,06-Jan-22,,
523232,CONT.PETRO  ,XT,Q,46.50,48.55,45.00,48.05,48.30,46.80,59,3068,147942.00,,INE369D01023,06-Jan-22,,
523242,NB FOOT WEAR,P ,Q,4.69,4.69,4.25,4.36,4.40,4.47,17,10400,47991.00,,INE006F01018,06-Jan-22,,
523248,MACHINO PLAS,X ,Q,114.75,118.00,114.75,118.00,118.00,118.00,6,265,30675.00,,INE082B01018,06-Jan-22,,
523260,PEARL POLYME,B ,Q,17.80,18.30,17.80,18.25,18.30,18.25,121,27930,508393.00,,INE844A01013,06-Jan-22,,
523261,VENKEY'S (I),A ,Q,2601.15,2615.00,2554.85,2565.50,2570.20,2603.50,663,1952,5030884.00,,INE398A01010,06-Jan-22,,
523269,ADVANI HOTEL,B ,Q,75.00,78.00,75.00,76.80,76.35,76.00,54,2054,157365.00,,INE199C01026,06-Jan-22,,
523277,G.V.FILMS   ,X ,Q,1.14,1.15,1.07,1.15,1.15,1.10,9468,47387791,54079419.00,,INE395B01048,06-Jan-22,,
523283,SUPER HOUSE ,B ,Q,167.60,175.40,166.35,172.35,172.00,167.95,202,4888,841581.00,,INE712B01010,06-Jan-22,,
523289,RAMA VISION ,X ,Q,20.05,21.65,19.75,20.60,21.25,20.75,63,11315,226158.00,,INE763B01013,06-Jan-22,,
523301,TCPL PACK   ,B ,Q,570.00,570.00,539.90,542.80,553.00,552.15,93,668,364852.00,,INE822C01015,06-Jan-22,,
523319,BALMER LAWRI,A ,Q,136.30,139.45,135.00,137.85,137.85,136.90,2864,125951,17316196.00,,INE164A01016,06-Jan-22,,
523323,KOVAI MEDI. ,B ,Q,1719.05,1722.30,1684.00,1689.55,1689.55,1715.55,95,431,732527.00,,INE177F01017,06-Jan-22,,
523329,ELDECO HOUS.,X ,Q,4607.95,4607.95,4401.20,4508.95,4508.95,4575.20,306,1016,4551988.00,,INE668G01013,06-Jan-22,,
523367,DCMSHRIRAM  ,A ,Q,1004.15,1049.90,984.75,990.10,990.10,1021.95,2070,14672,15069255.00,,INE499A01024,06-Jan-22,,
523369,DCM SHR.IND ,B ,Q,95.15,105.90,91.65,101.45,101.45,94.10,6937,229888,23312280.00,,INE843D01027,06-Jan-22,,
523371,MAWANA SUGAR,B ,Q,85.95,92.30,85.00,87.35,86.80,85.95,1533,77691,6901182.00,,INE636A01039,06-Jan-22,,
523373,MINI DIAMOND,XT,Q,28.60,30.60,27.70,30.35,30.50,29.15,192,18601,545906.00,,INE281E01010,06-Jan-22,,
523384,MAH.RAS.APEX,T ,Q,90.40,94.00,90.40,94.00,94.00,94.80,11,671,60820.00,,INE843B01013,06-Jan-22,,
523385,NILKAMAL L  ,A ,Q,2447.60,2460.05,2430.00,2459.90,2460.05,2457.10,77,300,734109.00,,INE310A01015,06-Jan-22,,
523391,NAHAR POLY  ,B ,Q,297.65,342.00,285.95,337.10,337.10,297.95,2652,88008,28788747.00,,INE308A01027,06-Jan-22,,
523395,3M INDIA LTD,A ,Q,25515.10,25694.80,25437.90,25606.85,25634.20,25521.75,63,75,1917146.00,,INE470A01017,06-Jan-22,,
523398,JCHAC       ,A ,Q,1983.70,2003.15,1961.70,1965.30,1962.00,1981.75,243,549,1085721.00,,INE782A01015,06-Jan-22,,
523405,JM FINANCIAL,A ,Q,72.80,73.60,72.65,73.15,73.30,73.25,484,29872,2183428.00,,INE780C01023,06-Jan-22,,
523411,ADCINDIA    ,X ,Q,407.00,441.00,406.85,421.95,421.00,408.95,133,9969,4229489.00,,INE833A01016,06-Jan-22,,
523419,TAMIL.TELE. ,T ,Q,10.90,10.90,10.90,10.90,10.90,11.47,63,8795,95865.00,,INE141D01018,06-Jan-22,,
523425,SUNRAJ DIAM.,Z ,Q,8.82,9.10,8.82,8.82,8.82,8.82,23,6756,59588.00,,INE459D01014,06-Jan-22,,
523445,REL INDL INF,A ,Q,842.00,871.15,840.50,859.15,859.15,859.20,3182,55180,47208640.00,,INE046A01015,06-Jan-22,,
523449,SHARP INDIA ,X ,Q,73.80,74.95,71.65,72.30,72.95,74.50,98,6941,505302.00,,INE207B01011,06-Jan-22,,
523457,LINDEINDIA  ,A ,Q,2480.00,2573.10,2480.00,2549.30,2560.80,2537.30,1761,7209,18276720.00,,INE473A01011,06-Jan-22,,
523465,IND.BANK HSG,B ,Q,27.90,28.60,26.40,27.20,27.10,27.75,61,5559,151334.00,,INE969D01012,06-Jan-22,,
523467,JAIMATA GLAS,X ,Q,0.38,0.38,0.38,0.38,0.38,0.37,10,36209,13759.00,,INE250C01027,06-Jan-22,,
523475,LOTUS CHOC  ,XT,Q,128.85,128.85,121.00,128.85,128.85,122.75,304,25824,3311859.00,,INE026D01011,06-Jan-22,,
523483,PACIFIC IND.,X ,Q,573.80,578.00,549.85,551.00,551.00,567.30,70,1775,992529.00,,INE883C01025,06-Jan-22,,
523489,CMM HOSPITAL,X ,Q,26.85,27.05,25.80,26.30,26.30,26.85,58,4368,115384.00,,INE889F01017,06-Jan-22,,
523519,UNI OFF AUTO,XT,Q,5.97,5.97,5.79,5.79,5.79,5.98,23,4272,24927.00,,INE951C01012,06-Jan-22,,
523537,APM INDUS.  ,X ,Q,45.70,54.00,42.65,52.25,52.25,45.10,865,245829,12168275.00,,INE170D01025,06-Jan-22,,
523539,PRECISION WR,B ,Q,71.00,72.75,71.00,71.80,71.80,72.90,313,10325,742616.00,,INE372C01037,06-Jan-22,,
523550,KRYPTON IND ,X ,Q,19.55,20.30,19.20,19.80,19.80,19.95,106,19939,393567.00,,INE951B01014,06-Jan-22,,
523558,SWISSMLTRY  ,X ,Q,12.69,12.69,12.69,12.69,12.69,12.09,6,1656,21014.00,,INE010C01025,06-Jan-22,,
523566,MARTIN BURN ,X ,Q,54.35,62.70,50.10,60.70,60.70,52.95,236,51219,2954619.00,,INE199D01016,06-Jan-22,,
523574,FEL         ,B ,Q,10.90,10.90,10.29,10.59,10.59,10.07,1356,746218,7920645.00,,INE623B01027,06-Jan-22,,
523586,IND.TONERS  ,X ,Q,174.00,179.90,172.00,176.35,177.60,175.15,142,6411,1130326.00,,INE826B01018,06-Jan-22,,
523594,KUNSTSTOFFE ,X ,Q,29.80,29.80,27.40,28.65,29.35,28.50,32,2749,78678.00,,INE638D01021,06-Jan-22,,
